KT;ORTNAME;PLZ
BE;Mauss;3205
VS;Mauvoisin;1948
VS;Mayen;1899
VS;Mayens-de-Chamoson;1911
VS;Mayens-de-la-Zour;1965
VS;Mayens-de-Nax;1973
VS;Mayens-de-Riddes;1918
VS;Mayoux;3961
VS;Mazembroz;1926
TI;Medeglia;6809
GR;Medel;7184
GR;Medels im Rheinwald;7436
VS;Médières;1936
ZH;Medikon;8620
TI;Medoscio;6597
LU;Meggen;6045
LU;Mehlsecken;6260
UR;Meien;6485
AG;Meienberg;5643
BE;Meienried;3294
GR;Meierhof;7134
LU;Meierskappel;6344
BE;Meiersmaad (Sigriswil);3657
BE;Meikirch;3045
ZH;Meilen;8706
GE;Meinier;1252
BE;Meinisberg;2554
BE;Meiniswil;4912
BE;Meiringen;3860
ZH;Meisberg;8543
AG;Meisterschwanden;5616
AI;Meistersrüte;9050
AI;Meistersrüte;9050
TI;Melano;6818
BE;Melchenbühl;3073
BE;Melchnau;4917
OW;Melchsee-Frutt;6068
OW;Melchtal;6067
TI;Melera;6584
TI;Melide;6815
TI;Melirolo;6584
AG;Mellikon;5465
AG;Mellingen;5507
AG;Mellstorf;5463
SG;Mels;8887
SO;Meltingen;4233
TI;Mendrisio;6850
BE;Mengestorf;3144
FR;Ménières;1533
LU;Menzberg;6125
ZH;Menzengrüt;8546
AG;Menziken;5737
ZG;Menzingen;6313
LU;Menznau;6122
TI;Menzonio;6692
AG;Merenschwand;5634
TI;Mergoscia;6647
TI;Meride;6866
SH;Merishausen;8232
BE;Merligen;3658
GE;Merlinge;1251
SZ;Merlischachen;6402
JU;Mervelier;2827
BE;Merzligen;3274
ZH;Mesikon;8308
ZH;Mesikon;8308
GR;Mesocco;6563
SO;Messen;3254
BE;Métairie du Bois-Raiguel;2608
BE;Métairie-d'Evilard;2534
BE;Mett;2500
AG;Mettau;5274
JU;Mettembert;2806
SG;Mettendorf;9200
TG;Mettendorf;8553
LU;Mettenwil;6204
BE;Mettlen;3665
LU;Mettlen;6034
TG;Mettlen;9517
ZH;Mettmenhasli;8155
LU;Mettmenschongau;6288
ZH;Mettmenstetten;8932
TG;Mettschlatt;8252
SO;Metzerlen;4116
NE;Meudon;2126
VD;Mex;1031
VS;Mex;1890
FR;Meyriez;3280
GE;Meyrin;1217
GE;Meyrin;1217
VD;Mézery;1008
VD;Mézery-près-Donneloye;1407
FR;Mézières;1684
VD;Mézières;1083
TG;Meziken;9542
TI;Mezzana;6828
TI;Mezzana;6828
GR;Mezzaselva;7249
TI;Mezzovico;6805
FR;Middes;1749
JU;Miécourt;2946
VS;Miège;3972
VD;Mies;1295
VS;Miéville;1904
NE;Miéville;2314
VS;Miex;1896
TI;Miglieglia;6986
BE;Milken;3157
TI;Minusio;6648
GR;Miralago;7743
GR;Miralago;7743
GR;Miraniga;7134
BE;Mirchel;3532
GR;Misanenga;7134
JU;Miserez-Dessous;2946
JU;Miserez-Dessus;2947
VS;Misériez;1991
FR;Misery;1721
VS;Mission;3961
VD;Missy;1565
BE;Mitholz;3717
GL;Mitlödi;8756
BE;Mittelhäusern;3147
GR;Mittellunden;7222
SG;Mittlerhof;9033
SG;Mogelsberg;9122
TI;Moghegno;6677
TI;Mogno;6695
AG;Möhlin;4313
AR;Mohren;9411
GE;Moillesulaz;1225
VD;Moiry;1148
TI;Molare;6760
TI;Moleno;6524
FR;Moléson-Village;1663
VS;Molignon;1950
TI;Molinazzo d'Arbedo;6517
TI;Molinazzo d'Arbedo;6500
TI;Molinazzo di Monteggio;6995
GR;Molinis;7056
VD;Mollendruz;1148
VD;Mollens;1146
VS;Mollens;3974
VD;Mollie-Margot;1073
GL;Mollis;8753
VD;Molondin;1415
SG;Mols;8885
GR;Mompé Tujetsch;7186
GR;Mon;7458
GR;Monbiel;7250
ZH;Mönchaltorf;8617
ZH;Mönchhof;8802
VS;Mondzeu;1936
TI;Moneto;6659
BE;Monible;2715
GE;Mon-Idee;1241
GE;Mon-Idee;1241
VD;Monnaz;1125
GE;Monniaz;1254
NE;Monruz;2000
GR;Monstein;7278
BE;Montagne-de-Courtlary;2608
BE;Montagne-de-Moutier;2740
BE;Montagne-de-Romont;2536
BE;Montagne-Sonvilier;2615
VS;Montagnier;1934
TI;Montagnola;6926
VS;Montagnon;1912
FR;Montagny-la-Ville;1776
FR;Montagny-les-Monts;1774
VD;Montagny-près-Yverdon;1442
NE;Montalchez;2027
VS;Montana;3963
VS;Montana;3963
VS;Montana-Village;3963
VD;Montaubion;1041
JU;Montavon;2857
VD;Montblesson;1000
FR;Montborget;1489
FR;Montbovon;1669
FR;Montbrelloz;1475
VD;Montcherand;1354
BE;Mont-Crosin;2610
NE;Mont-de-Buttes;2116
TI;Monte;6875
TI;Monte Brè sopra Locarno;6605
TI;Monte Carasso;6513
TI;Monte Ceneri;6802
TI;Monte di Comino;6655
TI;Monte Genereso;6825
GR;Monte Laura;6549
TI;Monte San Salvatore;6900
FR;Montécu;1724
TI;Monteggio;6998
VS;Monteiller-Savièse;1965
JU;Montenol;2884
FR;Monterschu;3212
VD;Montet;1588
FR;Montet (Broye);1483
FR;Montet (Glâne);1674
FR;Montévraz;1724
NE;Montézillon;2037
JU;Montfaucon;2362
JU;Montfavergier;2362
GE;Montfleury;1242
GE;Montfleury;1242
AG;Mönthal;5237
VD;Montherod;1174
VD;Montheron;1053
VS;Monthey;1870
TI;Monti della Trinità;6600
TI;Monti di Brena;6950
TI;Monti di Gerra;6576
TI;Monti di Motti;6596
TI;Monti di Ravecchia;6500
TI;Monti di Torricella;6808
GR;Monticello;6533
JU;Montignez;2924
VD;Mont-la-Ville;1148
SG;Montlingen;9462
VD;Montmagny;1587
JU;Montmelon;2883
NE;Montmirail;2075
NE;Montmollin;2037
BE;Montoz-de-Court;2738
VD;Montpreveyres;1081
NE;Mont-Racine;2206
VD;Montreux;1820
VD;Montricher;1147
JU;Montsevelier;2828
BE;Mont-Soleil;2610
VD;Mont-sur-Rolle;1185
BE;Mont-Tramelan;2723
TG;Moos;8580
BE;Moosaffoltern;3256
BE;Moosegg;3543
AG;Moosleerau;5054
BE;Moosseedorf;3302
TI;Morbio Inferiore;6834
TI;Morbio Superiore;6835
VD;Morcles;1892
TI;Morcote;6922
VD;Mordagne;1462
VS;Mörel;3983
FR;Morens;1541
ZG;Morgarten;6315
VD;Morges;1110
VS;Morgins;1875
BE;Mörigen;2572
AG;Möriken;5103
SG;Mörikon;9543
TG;Mörikon;9543
GR;Morissen;7143
BE;Möriswil;3043
FR;Morlens;1674
OW;Mörlialp;6074
FR;Morlon;1638
JU;Mormont;2922
BE;Moron;2712
BE;Moron;2735
VD;Morrens;1054
SZ;Morschach;6443
SG;Mörschwil;9402
GR;Morteratsch;7504
BE;Möschberg;3506
TI;Moscia;6612
LU;Mosen;6295
SG;Mosnang;9607
TI;Mosogno;6611
FR;Mossel;1675
FR;Môtier (Vully);1787
NE;Môtiers;2112
BE;Mötschwil;3324
VS;Mottec;3961
TI;Motto;6721
VD;Moudon;1510
BE;Moutier;2740
JU;Movelier;2812
TI;Mte. Brè;6979
TI;Mugena;6939
TI;Muggio;6838
AG;Muhen;5037
AG;Mühlau;5642
TG;Mühlebach;8580
VS;Mühlebach;3995
BE;Mühleberg;3203
BE;Mühledorf;3116
SO;Mühledorf;4583
GL;Mühlehorn;8874
AG;Mühlethal;4812
BE;Mühlethurnen;3127
BE;Mühleweg im Emmental;3464
SG;Mühlrüti;9613
AR;Mühltobel;9427
BE;Mülchi;3317
GR;Muldain;7082
GR;Mulegns;7455
BE;Mülenen;3711
BE;Mülenen;3711
SO;Müli;4713
GR;Mulin;7016
FR;Mülital;3185
FR;Mülital;3185
TG;Müllberg;8558
TG;Müllheim;8555
TG;Müllheim;8554
AG;Mülligen;5243
BE;Mumenthal;4912
SO;Mümliswil;4717
GR;Mumpé Medel;7183
AG;Mumpf;4322
BE;Münchenbuchsee;3053
BL;Münchenstein;4142
BE;Münchenwiler;1797
BE;Münchringen;3303
AG;Münchwilen;4333
TG;Münchwilen;9542
VS;Mund;3903
BE;Mungnau;3436
BE;Münsingen;3110
VS;Münster;3985
TG;Münsterlingen;8596
FR;Muntelier;3286
BE;Müntschemier;3225
SG;Muolen;9313
SZ;Muotathal;6436
FR;Mur;1787
VD;Mur;1787
GR;Mura;7109
TI;Muralto;6600
VS;Muraz;1893
VS;Muraz;3960
SG;Murg;8877
AG;Murgenthal;4853
AG;Muri;5630
BE;Muri bei Bern;3074
JU;Muriaux;2338
FR;Murist;1489
TG;Murkart;9548
BE;Mürren;3825
GR;Murschetg;7032
FR;Murten;3280
BE;Murzelen;3034
SG;Müselbach;9602
GR;Müstair;7537
LU;Müswangen;6289
VD;Mutrux;1428
AG;Mutschellen;8965
AG;Mutschellen;8964
AG;Mutschellen;8967
AG;Mutschellen;5621
GR;Mutschnengia;7185
GR;Mutten;7431
BL;Muttenz;4132
TI;Muzzano;6933
GL;Näfels;8752
ZH;Nänikon;8606
FR;Nant;1786
VD;Nant;1804
TI;Nante;6780
SG;Nassen;9123
ZH;Nassenwil;8155
VS;Naters;3904
VS;Nax;1973
VD;Naz;1041
LU;Nebikon;6244
SG;Necker;9126
SG;Necker;9126
ZH;Neerach;8173
ZH;Neftenbach;8413
TI;Neggio;6991
FR;Neirivue;1669
VS;Némiaz;1955
SO;Nennigkofen;4574
BL;Nenzlingen;4224
ZH;Neschwil;8484
AG;Nesselnbach;5524
BE;Nessental;3863
SG;Nesslau;9650
GL;Netstal;8754
SG;Neu St. Johann;9652
ZG;Neuägeri;6314
ZG;Neuägeri;6314
ZG;Neuägeri;6314
BL;Neuallschwil;4123
ZH;Neubachs;8164
BE;Neubrück;3000
BE;Neubrück;3037
ZH;Neubrunn;8488
NE;Neuchâtel;2000
SG;Neuchlen;9200
SG;Neudietfurt;9615
LU;Neudorf;6025
SG;Neudorf;9000
SO;Neuendorf;4623
BE;Neuenegg;3176
AG;Neuenhof;5432
LU;Neuenkirch;6206
BL;Neuewelt;4142
BE;Neufeld;3600
ZH;Neugut;8304
ZH;Neugut;8304
SG;Neuhaus;8732
ZH;Neuhaus bei Hinteregg;8132
SH;Neuhausen am Rheinfall;8212
ZG;Neuheim;6345
GR;Neukirch;7107
TG;Neukirch;9315
TG;Neukirch an der Thur;9217
BL;Neumünchenstein;4142
SH;Neunkirch;8213
TG;Neuparadies;8252
ZH;Neurheinau;8462
AG;Neustalden;5225
ZH;Neuthal;8344
TG;Neuwilen;8566
FR;Neyruz;1740
VD;Neyruz-sur-Moudon;1515
BE;Nidau;2560
BE;Nidau;2560
ZH;Nidelbad;8803
SG;Niderdorf;9200
FR;Nidermonten;1714
SG;Niderwil;9630
GL;Nidfurn;8772
VD;Niédens;1462
TG;Niederaach;8587
BE;Niederbipp;4704
BE;Niederbottigen;3000
SO;Niederbuchsiten;4626
SG;Niederbüren;9246
NW;Niederdorf;6375
BL;Niederdorf;4435
SO;Niedererlinsbach;5015
VS;Niedergampel;3945
VS;Niedergesteln;3942
ZH;Niederglatt;8172
SG;Niederglatt;9240
SO;Niedergösgen;5013
ZH;Niederhasli;8155
SG;Niederhelfenschwil;9527
ZH;Niederhöri;8181
BE;Niederhünigen;3504
AG;Niederlenz;5702
BE;Niedermuhlern;3087
BE;Niedermuhlern;3087
FR;Niedermuhren;1714
FR;Niedermuhren;1714
TG;Niederneunforn;8525
BE;Niederönz;3362
BE;Niederösch;3424
NW;Niederrickenbach;6383
BE;Niederried bei Interlaken;3853
BE;Niederried bei Kallnach;3283
AG;Niederrohrdorf;5443
BE;Niederscherli;3145
LU;Niederschongau;6288
ZH;Niedersteinmaur;8162
SG;Niederstetten;9249
BE;Niederstocken;3632
AR;Niederteufen;9052
GL;Niederurnen;8867
SG;Niederuzwil;9244
VS;Niederwald;3989
BE;Niederwangen bei Bern;3172
ZH;Niederweningen;8166
BE;Niederwichtrach;3114
ZH;Niederwil;8452
LU;Niederwil;6221
SO;Niederwil;4523
SG;Niederwil;9203
AG;Niederwil;5524
TG;Niederwil;8500
FR;Nierlet-les-Bois;1772
FR;Nierlet-le-Toit;1740
BE;Niesen Kulm;3711
VS;Niouc;3960
TI;Niva (Vallemaggia);6683
TI;Nivo;6746
BE;Nods;2518
VS;Noës;3976
BE;Noflen;3116
FR;Noflen;3178
ZH;Nohl;8212
NE;Noiraigue;2103
NE;Noirvaux;2115
VD;Nonfoux;1417
TI;Noranco;6915
FR;Noréaz;1757
VD;Noréaz;1400
ZH;Nöschikon;8172
ZH;Nossikon;8610
SG;Notkersegg;9000
LU;Nottwil;6207
TI;Novaggio;6986
VD;Novalles;1431
TI;Novazzano;6883
VD;Noville;1845
GR;Nufenen;7437
SO;Nuglar;4412
SO;Nunningen;4208
LU;Nunwil;6283
SZ;Nuolen;8855
ZH;Nürensdorf;8309
SZ;Nüseeben;8843
ZH;Nussbaumen;8180
TG;Nussbaumen;8537
AG;Nussbaumen bei Baden;5415
ZH;Nussberg;8418
BL;Nusshof;4453
FR;Nuvilly;1485
VD;Nyon;1260
NW;Obbürgen;6363
TG;Oberaach;8587
ZG;Oberägeri;6315
UR;Oberalp;6490
GR;Oberalp;6490
SG;Oberarnegg;9212
SZ;Oberarth;6414
BE;Oberbalm;3096
SO;Oberbalmberg;4524
BE;Oberbipp;4538
BE;Oberbort;3780
BE;Oberbottigen;3000
AG;Oberbözberg;5225
SO;Oberbuchsiten;4625
LU;Oberbuonas;6344
SG;Oberbüren;9245
BE;Oberburg;3414
BE;Oberburg;3414
TG;Oberbussnang;9565
BE;Oberbütschel;3088
BE;Oberdiessbach;3672
NW;Oberdorf;6375
NW;Oberdorf;6370
SO;Oberdorf;4515
BL;Oberdorf;4436
SG;Oberdorf;9200
ZH;Oberdorf bei Regensdorf;8105
ZH;Oberdürnten;8635
AI;Oberegg;9413
SG;Oberegg;8589
AG;Oberehrendingen;5420
BE;Oberei;3203
BE;Oberei bei Süderen;3618
ZH;Oberembrach;8425
VS;Oberems;3948
ZH;Oberengstringen;8102
AG;Oberentfelden;5036
SG;Oberfar;9434
AG;Oberflachs;5108
AG;Oberfrick;5073
BE;Oberfrittenbach;3551
SO;Obergerlafingen;4564
VS;Obergesteln;3988
ZH;Oberglatt;8154
SG;Oberglatt;9230
BE;Obergoldbach;3434
SO;Obergösgen;4653
SH;Oberhallau;8216
ZH;Oberhasli;8156
SG;Oberhelfenschwil;9621
ZH;Oberhittnau;8335
AG;Oberhof;5062
ZH;Oberhofen;8488
AG;Oberhofen;5273
TG;Oberhofen;9542
BE;Oberhofen am Thunersee;3653
TG;Oberhofen bei Kreuzlingen;8574
BE;Oberhofen im Emmental;3533
SG;Oberholz;8636
ZH;Oberhöri;8181
TG;Oberhörstetten;8508
BE;Oberhünigen;3504
SZ;Oberiberg;8843
LU;Oberkirch;6208
SO;Oberkirch;4234
SO;Oberkirch;4234
AG;Oberkulm;5727
BE;Oberlangenegg;3616
ZH;Oberleimbach;8134
BE;Oberlindach;3038
AG;Oberlunkhofen;8917
ZH;Oberlunnern;8912
BE;Obermatt;3550
ZH;Obermeilen;8706
FR;Obermonten;1713
AG;Obermuhen;5037
AG;Obermumpf;4324
GR;Obermutten;7431
LU;Obernau;6012
TG;Oberneunforn;8526
ZH;Oberohringen;8472
BE;Oberönz;3363
BE;Oberösch;3424
SO;Oberramsern;4588
NW;Oberrickenbach;6387
BE;Oberried (Thalgraben);3433
BE;Oberried am Brienzersee;3854
BE;Oberried bei Niederscherli;3145
ZH;Oberrieden;8942
FR;Oberriet;1724
SG;Oberriet;9463
SG;Oberriet;9463
SG;Oberrindal;9604
SG;Oberrindal;9604
SG;Oberrindal;9604
AG;Oberrohrdorf;5452
BE;Oberruntigen;3036
AG;Oberrüti;5647
GR;Obersaxen;7134
SG;Oberschan;9479
BE;Oberscherli;3145
ZH;Oberschlatt;8418
ZH;Oberschneit;8523
SZ;Oberschönenbuch;6438
LU;Oberschongau;6288
FR;Oberschrot;1716
AG;Obersiggenthal;5415
AG;Obersiggingen;5417
ZH;Oberstammheim;8477
BE;Obersteckholz;4924
SG;Obersteinach;9323
ZH;Obersteinmaur;8162
SG;Oberstetten;9249
BE;Oberstocken;3632
ZH;Oberstrass;8000
AG;Obersulz;5085
SG;Oberterzen;8884
BE;Oberthal;3531
BE;Oberulmiz;3144
ZH;Oberurdorf;8902
GL;Oberurnen;8868
SG;Oberuzwil;9242
VS;Oberwald;3999
TG;Oberwangen;8374
BE;Oberwangen bei Bern;3173
ZH;Oberweningen;8165
ZH;Oberwetzikon;8620
BE;Oberwichtrach;3114
SH;Oberwiesen;8226
BL;Oberwil;4104
AG;Oberwil;8966
TG;Oberwil;8500
BE;Oberwil bei Büren;3298
ZH;Oberwil bei Dägerlen;8471
ZH;Oberwil bei Nürensdorf;8309
ZG;Oberwil bei Zug;6317
BE;Oberwil im Simmental;3765
OW;Oberwilen;6062
ZH;Oberwinterthur;8404
AG;Oberzeihen;5079
BE;Oberzollikofen;3052
BE;Oberzollikofen;3052
ZH;Obfelden;8912
TI;Obino;6874
OW;Obsee;6078
GL;Obstalden;8758
BE;Ochlenberg;3367
JU;Ocourt;2889
TI;Odogno;6960
SO;Oekingen;4566
SO;Oensingen;4702
ZH;Oerlikon;8000
ZH;Oerlingen;8461
BE;Oeschberg;3425
BE;Oeschenbach;4943
AG;Oeschgen;5072
BE;Oeschseite;3776
ZH;Oetwil am See;8618
ZH;Oetwil an der Limmat;8955
BE;Oey;3753
GR;Ofenpass;7530
AG;Oftringen;4665
VD;Ogens;1045
TI;Oggio;6955
LU;Ohmstal;6143
ZH;Ohringen;8472
VD;Oleyres;1580
TI;Olivella;6922
TI;Olivone;6718
VD;Ollon;1867
VS;Ollon;3971
BL;Olsberg;4305
AG;Olsberg;4305
SO;Olten;4600
BE;Oltigen;3036
BL;Oltingen;4494
GE;Onex;1213
FR;Onnens;1756
VD;Onnens;1425
TG;Opfershofen;8584
SH;Opfertshofen;8236
ZH;Opfikon;8152
VD;Oppens;1047
TG;Oppikon;9565
BE;Oppligen;3629
VD;Orbe;1350
TI;Orenno;6513
VD;Orges;1430
TI;Origlio;6945
TI;Orino;6713
BL;Ormalingen;4466
VS;Ormône;1965
VD;Ormont-Dessous;1862
VD;Ormont-Dessus;1865
VD;Orny;1317
VD;Oron-la-Ville;1610
VD;Oron-le-Châtel;1608
BE;Orpund;2552
TI;Orselina;6644
VS;Orsières;1937
FR;Orsonnens;1694
BE;Ortschwaben;3042
BE;Ortschwaben;3042
BE;Orvin;2534
VD;Orzens;1413
BE;Oschwand;3476
BE;Oschwand;3476
TI;Osco;6763
TI;Osogna;6703
TI;Osogna Stazione;6703
GR;Ospizio Bernina;7710
TI;Ossasco;6781
ZH;Ossingen;8475
TI;Ostarietta;6814
SH;Osterfingen;8218
LU;Ostergau;6130
TG;Osterhalden;8500
BE;Ostermanigen;3036
BE;Ostermundigen;3072
ZH;Otelfingen;8112
AG;Othmarsingen;5504
ZH;Ötikon;8712
ZH;Ottenbach;8913
ZH;Ottenhub;8492
LU;Ottenhusen;6275
BE;Ottenleue Bad;1738
ZH;Ottikon;8626
ZH;Ottikon bei Kemptthal;8307
BE;Ottiswil;3257
TG;Ottoberg;8561
VD;Ouchy;1000
VD;Oulens-sous-Echallens;1377
VD;Oulens-sur-Lucens;1522
JU;Outremont;2950
VS;Ovronnaz;1911
GR;Pagig;7028
VD;Pailly;1416
TI;Palagnedra;6657
VS;Palasuit;1945
VD;Palézieux-Gare;1607
VD;Palézieux-Village;1607
TI;Pambio;6915
VD;Pampigny;1142
VD;Panex;1867
GR;Pany;7243
BE;Papiermühle;3063
TG;Paradies;8246
TI;Paradiso;6900
GR;Pardé;7185
GR;Pardisla;7212
GR;Parpan;7076
GR;Parsonz;7464
GR;Paspels;7417
TI;Passo della Novena;3988
GR;Passugg-Araschgen;7062
JU;Patalour;2353
GR;Patzen;7433
VD;Paudex;1094
TI;Paudo;6582
VD;Payerne;1530
TI;Pazzallo;6912
TI;Peccia;6695
TI;Pedemonte;6513
TI;Pedevilla;6512
TI;Pedrinate;6832
GR;Peiden;7110
GR;Peiden Bas;7112
GR;Peiden Dorf;7112
GE;Peissy;1242
GR;Peist;7029
GE;Peney;1242
VD;Peney (Vuiteboeuf);1445
VD;Peney-le-Jorat;1059
FR;Pensier;1783
VD;Penthalaz;1305
VD;Penthaz;1303
VD;Penthéréaz;1375
LU;Perlen;6035
LU;Perlen;6035
GE;Perly;1258
BE;Perrefitte;2742
NE;Perreux;2017
VD;Perroy;1166
TI;Personico;6744
BE;Péry;2603
NE;Peseux;2034
VD;Petit Mont;1052
VS;Petit Vichères;1945
BE;Petit-Champoz;2740
GE;Petit-Lancy;1213
NE;Petit-Martel;2316
NE;Petit-Savagnier;2065
VD;Peyres-Possens;1063
SG;Pfäfers;7312
SG;Pfäfers Bad;7310
FR;Pfaffenholz;3184
ZH;Pfaffhausen;8118
ZH;Pfäffikon;8330
SZ;Pfäffikon;8808
LU;Pfaffnau;6264
LU;Pfaffwil;6034
LU;Pfeffikon;5735
BL;Pfeffingen;4148
ZH;Pfungen;8422
TG;Pfyn;8505
GR;Pian San Giacomo;6563
TI;Piandera Paese;6959
TI;Pianezzo;6582
GR;Piani di Verbabbio;6557
GR;Piani di Verbabbio;6557
TI;Piano di Campo;6684
TI;Piano di Peccia;6695
TI;Piazzogna;6579
FR;Pierrafortscha;1723
BE;Pierrefeu;2608
BE;Pieterlen;2542
GR;Pignia;7443
GR;Pigniu;7156
VD;Piguet-Dessous;1348
VD;Piguet-Dessus;1348
OW;Pilatus Kulm;6010
GE;Pinchat;1234
GE;Pinchat;1234
VS;Pinsec;3961
TI;Piodina;6614
TI;Piora;6776
TI;Piotta;6776
GR;Pitasch;7111
SG;Pizol;7323
VD;Pizy;1174
TI;Pizzamiglio;6833
FR;Plaffeien;1716
BE;Plagne;2536
GE;Plainpalais;1200
NE;Plamboz;2314
VD;Plambuit;1867
VS;Plan Conthey;1964
BE;Planalp;3855
NE;Plancemont;2108
VD;Planchamp;1815
GE;Plan-les-Ouates;1228
FR;Plasselb;1737
GR;Platenga;7134
GR;Platta;7185
AR;Platz;9428
GR;Plaun da Lej;7517
JU;Pleigne;2807
VS;Pletschen;3951
JU;Pleujouse;2953
SG;Plons;8889
BE;Pohlern;3638
TI;Poiana;6827
VD;Poliez-le-Grand;1041
VD;Poliez-Pittet;1041
TI;Pollegio;6742
VS;Pomeyron;1976
VD;Pompaples;1318
VD;Pomy;1405
FR;Pont (Veveyse);1699
VS;Pont-de-la-Morge;1962
VS;Pont-de-la-Morge;1962
VD;Pont-de-la-Tine;1863
TI;Ponte Brolla;6652
TI;Ponte Brolla;6652
TI;Ponte Capriasca;6946
TI;Ponte Cremenaga;6996
TI;Ponte Tresa;6988
BE;Pontenet;2733
FR;Ponthaux;1772
TI;Pontirone;6713
FR;Pont-la-Ville;1649
TI;Ponto Valentino;6724
GR;Pontresina;7504
JU;Porrentruy;2900
FR;Porsel;1699
BE;Port;2562
FR;Portalban;1568
GR;Portein;7423
SG;Portels;8895
TI;Porto Ronco;6613
VS;Port-Valais;1897
TI;Porza;6948
FR;Posat;1726
BE;Pöschenried;3775
GR;Poschiavo;7742
FR;Posieux;1725
GR;Prada;7745
GR;Praden;7063
GR;Pragg-Jenaz;7231
VD;Prahins;1408
VS;Pralong;1987
VS;Pramagnon;3979
VD;Prangins;1197
FR;Praratoud;1528
FR;Praroman;1724
VS;Prarreyer;1947
VS;Prassurny;1937
TI;Prato;6694
TI;Prato (Leventina);6773
BL;Pratteln;4133
GR;Pratval;7415
VS;Pravidondaz;1991
VS;Prayon;1944
FR;Prayoud;1618
GR;Präz;7424
FR;Praz (Vully);1788
VS;Praz-de-Fort;1943
VS;Praz-Jean;1982
GR;Preda;7482
NE;Préfargier;2074
TI;Pregassona;6963
GE;Pregny;1292
BE;Prêles;2515
VD;Premier;1324
VS;Premploz;1976
TI;Preonzo;6523
BE;Prés-de-Cortébert;2608
GE;Presinge;1243
GE;Pressy;1253
GE;Pressy;1253
VD;Préverenges;1028
FR;Prévondavaux;1410
VD;Prévonloup;1682
FR;Prez-vers-Noréaz;1746
FR;Prez-vers-Siviriez;1677
VD;Prilly;1008
TI;Primadengo;6760
FR;Pringy;1663
GR;Privilasco;7741
VS;Produit;1912
FR;Progens;1624
TI;Progero;6515
VS;Prolin;1987
FR;Promasens;1673
GR;Promischur;7440
GR;Promontogno;7606
TI;Prosito;6526
VD;Provence;1428
TI;Prugiasco;6723
TI;Pugerna;6823
VD;Puidoux;1070
VD;Puidoux-Gare;1070
VD;Pully;1009
GR;Punt Muragl;7503
GE;Puplinge;1241
TI;Pura;6984
TI;Purasca;6989
GR;Pürt;7447
GR;Pusserein;7228
GR;Putz;7224
SG;Quarten;8883
TI;Quartino;6572
SG;Quinten;8878
TI;Quinto;6777
ZH;Raad;8498
ZH;Raat bei Windlach;8175
GR;Rabius;7172
BE;Radelfingen bei Aarberg;3271
SG;Räfis;9470
SG;Räfis;9470
ZH;Rafz;8197
LU;Rain;6026
OW;Ramersberg;6060
ZH;Rämismühle;8487
SO;Ramiswil;4719
BL;Ramlinsburg;4433
GR;Ramosch;7556
BL;Ramsach Bad;4448
ZH;Ramsberg;8488
BE;Ramsei;3435
SH;Ramsen;8262
BE;Ramsi bei Lyssach;3421
TI;Rancate;6862
VD;Rances;1439
VS;Randa;3928
VS;Randogne;3975
BE;Ranflüh;3439
BE;Ranflüh;3439
SG;Rans;9475
TI;Ranzo;6577
TG;Raperswilen;8558
BE;Rapperswil;3255
SG;Rapperswil;8640
VS;Raron;3942
TI;Rasa;6655
ZH;Räterschen;8352
LU;Rathausen;6032
TG;Räuchlisberg;8580
TI;Ravecchia;6500
VS;Ravoire;1928
UR;Realp;6491
GR;Realta;7408
JU;Rebeuvelier;2832
BE;Rebévelier;2717
SG;Rebstein;9445
SO;Recherswil;4565
FR;Rechthalten;1718
VS;Réchy;3966
TG;Reckenwil;8508
VS;Reckingen;3998
JU;Réclère;2912
JU;Recolaine;2824
BE;Reconvilier;2732
ZH;Regensberg;8158
ZH;Regensdorf;8105
AR;Rehetobel;9038
BE;Reiben;3294
GR;Reichenau;7015
BE;Reichenbach im Kandertal;3713
SZ;Reichenburg;8864
LU;Reiden;6260
BE;Reidenbach;3766
LU;Reidermoos;6260
BL;Reigoldswil;4418
BL;Reinach;4153
AG;Reinach;5734
GR;Reischen;7432
BE;Reisiswil;4919
AG;Reitnau;5057
AG;Rekingen;5332
FR;Remaufens;1617
AG;Remetschwil;5453
AG;Remigen;5236
BE;Renan;2616
VD;Renens;1020
VD;Renges;1024
LU;Rengg;6162
VD;Rennaz;1847
VS;Reppaz;1937
VD;Ressudens;1543
LU;Retschwil;6285
AG;Retterswil;5703
BE;Reuchenette;2603
AG;Reuenthal;5324
AG;Reuss;5412
LU;Reussbühl;6015
AG;Reussegg;5643
LU;Reussthal;6014
BE;Reust;3623
AR;Reute;9411
TG;Reutenen;8507
BE;Reuti;6086
TG;Reuti;8500
TG;Reuti bei Weinfelden;9517
BE;Reutigen;3647
ZH;Reutlingen;8404
VS;Revereulaz;1899
VD;Reverolle;1128
GR;Rhäzüns;7403
ZH;Rheinau;8462
SG;Rheineck;9424
AG;Rheinfelden;4310
TG;Rheinklingen;8259
AG;Rheinsulz;5084
FR;Riaz;1632
TI;Riazzino;6595
TI;Riazzino;6595
AG;Riburg;4313
BE;Richenbach;3763
LU;Richensee;6285
LU;Richenthal;6263
BE;Richigen;3078
ZH;Richterswil;8805
FR;Richterwil;3178
SG;Ricken;8726
SG;Ricken;8726
ZH;Rickenbach;8545
LU;Rickenbach;6221
SZ;Rickenbach;6432
SO;Rickenbach;4613
BL;Rickenbach;4462
AG;Rickenbach;5634
